date;time;lng;lat;injured;killed
2020-09-23;13:07;-73.829704;40.714622;1;0
2020-09-23;13:16;-73.93111;40.751984;0;0
2020-09-23;13:25;-73.93513;40.632427;0;0
2020-09-23;13:25;-73.9414;40.81847;1;0
2020-09-23;13:30;-73.79326;40.685436;0;0
2020-09-23;13:30;-73.87329;40.83801;0;0
2020-09-23;13:30;-74.00119;40.675682;0;0
2020-09-23;13:30;-73.87034;40.73204;0;0
2020-09-23;13:32;-73.9546;40.61617;1;0
2020-09-23;13:35;-73.94043;40.701077;1;0
2020-09-23;13:35;-73.7781;40.76105;1;0
2020-09-23;13:40;-73.81766;40.81974;0;0
2020-09-23;13:40;-73.94224;40.7118;1;0
2020-09-23;13:45;-73.860725;40.756287;1;0
2020-09-23;13:45;-73.94383;40.701862;2;0
2020-09-23;13:48;-73.82799;40.75763;0;0
2020-09-23;13:50;-74.16611;40.590393;1;0
2020-09-23;13:53;-74.002716;40.72364;0;0
2020-09-23;13:55;-73.93077;40.655334;1;0
2020-09-23;13:55;-73.86071;40.88125;2;0
2020-09-23;14:00;-73.98058;40.716454;0;0
2020-09-23;14:00;-73.90902;40.754276;0;0
2020-09-23;14:00;-74.138664;40.637566;0;0
2020-09-23;14:00;-73.89323;40.859875;1;0
2020-09-23;14:00;-73.97786;40.617287;1;0
2020-09-23;14:10;-74.14584;40.588562;1;0
2020-09-23;14:15;-73.77022;40.744892;1;0
2020-09-23;14:24;-73.99207;40.760696;0;0
2020-09-23;14:25;-73.9543;40.699295;0;0
2020-09-23;14:30;-73.99443;40.639156;0;0
2020-09-23;14:31;-73.81672;40.821095;0;0
2020-09-23;14:43;-73.78302;40.684277;0;0
2020-09-23;14:45;-73.95116;40.648834;0;0
2020-09-23;14:45;-73.89372;40.583725;0;0
2020-09-23;14:45;-73.85201;40.75218;2;0
2020-09-23;14:50;-73.99092;40.77099;0;0
2020-09-23;14:50;-73.99919;40.739243;1;0
2020-09-23;14:50;-73.80313;40.67766;1;0
2020-09-23;14:55;-73.85579;40.86544;1;0
2020-09-23;14:56;-73.93614;40.697468;0;0
2020-09-23;15:00;-73.91647;40.676647;0;0
2020-09-23;15:00;-74.176315;40.61137;0;0
2020-09-23;15:00;-73.97333;40.68562;1;0
2020-09-23;15:10;-73.956924;40.71432;0;0
2020-09-23;15:10;-73.98363;40.7366;0;0
2020-09-23;15:15;-73.77711;40.679688;0;0
2020-09-23;15:20;-73.98071;40.68532;0;0
2020-09-23;15:20;-73.99683;40.723015;1;0
2020-09-23;15:21;-73.962074;40.763733;0;0
2020-09-23;15:29;-73.88076;40.648056;0;0
2020-09-23;15:30;-73.97157;40.629986;2;0
2020-09-23;15:32;-73.86316;40.82559;1;0
2020-09-23;15:44;-73.94043;40.69987;1;0
2020-09-23;15:49;-73.952866;40.590294;1;0
2020-09-23;15:50;-73.96088;40.713593;0;0
2020-09-23;16:00;-73.83897;40.87475;0;0
2020-09-23;16:00;-73.97305;40.65391;0;0
2020-09-23;16:00;-73.952736;40.64876;0;0
2020-09-23;16:00;-73.75065;40.671658;0;0
2020-09-23;16:02;-73.929146;40.846165;0;0
2020-09-23;16:02;-73.94428;40.781933;1;0
2020-09-23;16:03;-73.93247;40.618603;0;0
2020-09-23;16:05;-73.99118;40.717342;0;0
2020-09-23;16:05;-73.9997;40.743652;1;0
2020-09-23;16:14;-73.90839;40.673824;0;0
2020-09-23;16:15;-73.95318;40.74549;0;0
2020-09-23;16:20;-73.98153;40.78028;0;0
2020-09-23;16:20;-73.8271;40.75714;1;0
2020-09-23;16:30;-74.11348;40.568073;0;0
2020-09-23;16:30;-74.1659;40.56028;0;0
2020-09-23;16:30;-73.96121;40.71025;1;0
2020-09-23;16:35;-73.952614;40.73539;0;0
2020-09-23;16:40;-73.93928;40.670788;0;0
2020-09-23;16:40;-73.983955;40.66803;0;0
2020-09-23;16:45;-73.92869;40.65547;0;0
2020-09-23;16:48;-74.00146;40.676834;0;0
2020-09-23;16:50;-73.961395;40.767555;0;0
2020-09-23;16:55;-73.92553;40.624416;0;0
2020-09-23;17:00;-73.98998;40.612564;0;0
2020-09-23;17:00;-73.9159;40.832024;0;0
2020-09-23;17:05;-73.934586;40.739674;1;0
2020-09-23;17:05;-73.902954;40.701454;1;0
2020-09-23;17:05;-73.87974;40.655563;1;0
2020-09-23;17:10;-73.934044;40.837315;0;0
2020-09-23;17:15;-73.98186;40.766285;1;0
2020-09-23;17:20;-73.87798;40.761795;0;0
2020-09-23;17:22;-74.00305;40.718025;0;0
2020-09-23;17:24;-73.74481;40.72994;0;0
2020-09-23;17:25;-73.98294;40.69977;0;0
2020-09-23;17:26;-73.90104;40.658302;0;0
2020-09-23;17:28;-73.96;40.68112;0;0
2020-09-23;17:30;-73.914856;40.830257;0;0
2020-09-23;17:30;-73.92368;40.64482;0;0
2020-09-23;17:30;-74.11608;40.564217;0;0
2020-09-23;17:31;-73.812195;40.722614;0;0
2020-09-23;17:40;-73.86789;40.666996;0;0
2020-09-23;17:40;-73.91368;40.61555;0;0
2020-09-23;17:40;-73.97059;40.793777;0;0
2020-09-23;17:40;-73.90375;40.675407;0;0
2020-09-23;17:45;-73.87154;40.704704;1;0
2020-09-23;17:45;-73.92846;40.70618;1;0
2020-09-23;17:56;-73.9743;40.621998;1;0
2020-09-23;18:00;-73.89583;40.81672;0;0
2020-09-23;18:00;-73.935394;40.761353;0;0
2020-09-23;18:00;-73.82091;40.76616;0;0
2020-09-23;18:00;-73.941124;40.834114;0;0
2020-09-23;18:00;-73.91434;40.58493;0;0
2020-09-23;18:00;-73.7421;40.67165;1;0
2020-09-23;18:00;-73.899315;40.67398;1;0
2020-09-23;18:07;-73.94905;40.64599;1;0
2020-09-23;18:08;-73.746826;40.697525;0;0
2020-09-23;18:10;-73.85927;40.76002;0;0
2020-09-23;18:10;-73.85718;40.80878;1;0
2020-09-23;18:15;-73.86982;40.682186;1;0
2020-09-23;18:30;-73.94186;40.727757;0;0
2020-09-23;18:30;-73.97799;40.694256;0;0
2020-09-23;18:38;-73.92335;40.613235;0;0
2020-09-23;18:40;-73.86172;40.67661;0;0
2020-09-23;18:40;-74.01865;40.62707;1;0
2020-09-23;18:45;-73.82495;40.83779;1;0
2020-09-23;18:45;-73.83582;40.722496;1;0
2020-09-23;18:47;-73.95695;40.770752;0;0
2020-09-23;18:50;-73.928215;40.86361;1;0
2020-09-23;18:51;-73.98399;40.68817;1;0
2020-09-23;18:55;-73.92661;40.65287;0;0
2020-09-23;18:57;-73.86716;40.750465;0;0
2020-09-23;19:00;-73.91742;40.684032;1;0
2020-09-23;19:17;-73.79793;40.67405;0;0
2020-09-23;19:20;-73.96171;40.699924;1;0
2020-09-23;19:21;-73.79531;40.59289;1;0
2020-09-23;19:23;-73.89256;40.64891;2;0
2020-09-23;19:26;-73.878914;40.879803;0;0
2020-09-23;19:30;-73.75522;40.664707;0;0
2020-09-23;19:30;-73.792244;40.770382;0;0
2020-09-23;19:31;-73.971;40.758373;1;0
2020-09-23;19:37;-73.923065;40.844105;1;0
2020-09-23;19:40;-73.70845;40.727673;0;0
2020-09-23;19:44;-73.96119;40.598312;0;0
2020-09-23;19:45;-73.96115;40.707523;0;0
2020-09-23;19:45;-73.92113;40.628586;0;0
2020-09-23;19:45;-73.90991;40.699703;1;0
2020-09-23;19:47;-73.902725;40.85352;1;0
2020-09-23;19:55;-73.91931;40.838127;0;0
2020-09-23;1:20;-73.92183;40.766346;0;0
2020-09-23;20:00;-73.86415;40.823494;0;0
2020-09-23;20:00;-73.89372;40.583725;1;0
2020-09-23;20:15;-73.934975;40.696827;0;0
2020-09-23;20:15;-73.96314;40.674572;1;0
2020-09-23;20:20;-73.91836;40.675163;0;0
2020-09-23;20:22;-73.89335;40.86414;0;0
2020-09-23;20:30;-73.829605;40.69532;0;0
2020-09-23;20:50;-73.86555;40.87889;1;0
2020-09-23;21:15;-73.84625;40.812748;1;0
2020-09-23;21:17;-73.914314;40.771523;0;1
2020-09-23;21:19;-73.94245;40.666725;1;0
2020-09-23;21:35;-73.90926;40.672947;3;0
2020-09-23;21:44;-73.88364;40.85391;1;0
2020-09-23;22:00;-73.91109;40.679516;0;0
2020-09-23;22:00;-73.751724;40.702286;0;0
2020-09-23;22:10;-73.98576;40.757416;0;0
2020-09-23;22:15;-73.92031;40.835396;2;0
2020-09-23;22:20;-73.97213;40.743156;1;0
2020-09-23;22:30;-73.99291;40.747852;1;0
2020-09-23;22:40;-73.7074;40.729515;0;0
2020-09-23;22:55;-73.967026;40.749172;0;0
2020-09-23;23:00;-73.944855;40.799984;0;0
2020-09-23;23:00;-73.90893;40.66255;1;0
2020-09-23;23:10;-73.90779;40.63622;0;0
2020-09-23;23:15;-73.93373;40.670734;1;0
2020-09-23;23:30;-73.80228;40.693344;1;0
2020-09-23;23:40;-73.84064;40.683514;1;0
2020-09-23;3:20;-73.801636;40.770836;0;0
2020-09-23;3:35;-73.88186;40.6676;1;0
2020-09-23;4:00;-73.83466;40.841076;0;0
2020-09-23;4:08;-73.93155;40.66434;0;0
2020-09-23;5:04;-73.88497;40.808716;2;0
2020-09-23;5:10;-73.92832;40.84739;2;0
2020-09-23;5:30;-73.94295;40.72766;0;0
2020-09-23;5:57;-73.93909;40.656097;0;0
2020-09-23;6:00;-73.90257;40.874493;0;0
2020-09-23;6:00;-73.99537;40.739403;2;0
2020-09-23;6:24;-73.89831;40.636734;1;0
2020-09-23;6:30;-73.89764;40.91032;0;0
2020-09-23;6:30;-73.86203;40.83138;2;0
2020-09-23;6:35;-74.16617;40.63685;0;0
2020-09-23;6:40;-73.85413;40.831593;0;0
2020-09-23;6:45;-73.916595;40.808132;0;0
2020-09-23;6:45;-74.12623;40.624866;1;0
2020-09-23;6:54;-73.841705;40.900208;0;0
2020-09-23;7:00;-73.9084;40.66262;0;0
2020-09-23;7:00;-73.962814;40.701256;0;0
2020-09-23;7:20;-73.77432;40.66798;0;0
2020-09-23;7:25;-73.774506;40.671825;1;0
2020-09-23;7:34;-73.84188;40.789314;1;0
2020-09-23;7:35;-73.95659;40.696785;1;0
2020-09-23;7:40;-73.89063;40.658577;0;0
2020-09-23;7:45;-73.961716;40.771107;1;0
2020-09-23;7:55;-73.93251;40.62788;0;0
2020-09-23;7:55;-73.8226;40.86658;1;0
2020-09-23;7:58;-73.95386;40.663727;0;0
2020-09-23;8:00;-74.00166;40.574387;0;0
2020-09-23;8:00;-73.79255;40.73897;0;0
2020-09-23;8:00;-74.02384;40.64592;1;0
2020-09-23;8:00;-73.78657;40.734173;1;0
2020-09-23;8:05;-73.941826;40.62731;0;0
2020-09-23;8:05;-73.961975;40.60784;0;0
2020-09-23;8:05;-73.80598;40.78628;0;0
2020-09-23;8:09;-73.82281;40.74147;0;0
2020-09-23;8:30;-73.91721;40.866814;0;0
2020-09-23;8:30;-73.95379;40.662945;0;0
2020-09-23;8:35;-73.94502;40.70109;0;0
2020-09-23;8:40;-73.93779;40.80452;0;0
2020-09-23;8:40;-73.99057;40.612003;1;0
2020-09-23;8:40;-73.93317;40.795055;1;0
2020-09-23;8:40;-73.98191;40.732197;2;0
2020-09-23;8:40;-73.947075;40.784237;2;0
2020-09-23;8:45;-73.86235;40.675278;0;0
